gene_name,L_15_1,L_15_2,L_16_1,L_16_2,L_13_1,L_13_2,L_11_2,L_11_1,L_12_1,L_12_2
Mir497b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir199a-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir146b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir496a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir1a-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13268,0.0,0.08,0.0,0.0,0.19,0.09,0.47,0.11,0.09,0.0
Slc22a14,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000002C10Rik,2.25,2.42,1.87,1.69,2.56,2.43,4.53,5.23,3.4,2.76
Ndufaf3,22.74,22.25,18.51,18.54,30.8,23.72,35.59,33.5,29.15,32.51
Gmppb,14.15,13.27,11.01,11.72,18.2,18.13,23.13,19.35,18.57,18.92
Slc35g2,1.27,0.94,1.36,1.22,0.79,1.18,3.15,1.75,1.27,1.2
Ddx43,0.0,0.0,0.02,0.0,0.0,0.01,0.16,0.14,0.01,0.02
Trcg1,0.0,0.02,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.01
Scn2b,0.19,0.15,0.17,0.17,0.33,0.39,1.48,1.68,0.59,0.75
Mpzl3,0.98,0.69,0.77,0.95,0.72,0.72,1.01,0.74,0.89,0.53
Ccdc153,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A630095E13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930581F22Rik,5.63,4.8,5.9,5.8,5.64,5.13,4.52,3.21,6.93,5.79
Eif3g,155.9,154.21,138.02,125.99,245.04,250.32,339.03,327.02,262.93,253.44
Mmp27,0.11,0.13,0.19,0.08,0.08,0.16,0.02,0.0,0.05,0.0
Fbxw22,0.0,0.02,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0
Rnf213,3.68,3.67,2.16,2.77,2.69,2.8,5.84,5.87,3.89,3.38
Tmem235,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
Qrich2,0.01,0.0,0.01,0.0,0.03,0.0,0.12,0.05,0.09,0.04
Trim80,0.62,0.48,0.72,0.91,0.14,0.23,0.14,0.2,0.15,0.18
Krtap31-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krtap9-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fbxo47,0.35,0.38,0.33,0.33,0.29,0.4,0.86,0.79,0.3,0.43
Gpr179,0.01,0.0,0.01,0.0,0.01,0.01,0.02,0.02,0.0,0.02
Gm10287,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01
Gm10288,121.14,150.84,143.39,123.7,239.72,270.19,337.62,320.6,227.75,222.33
Hsf5,0.01,0.0,0.01,0.05,0.03,0.01,0.08,0.06,0.02,0.04
Ccnd1,18.74,21.24,17.88,17.33,31.97,43.39,46.56,50.45,38.62,39.41
Evi2,0.71,0.65,0.54,0.5,0.37,0.71,0.93,1.21,0.65,0.55
Amy2a1,26.41,4.31,14.73,56.61,1.41,4.07,0.0,0.0,0.0,0.0
Plpp4,0.03,0.04,0.0,0.0,0.09,0.0,0.17,0.41,0.06,0.26
Prok1,0.05,0.06,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Itgad,0.09,0.02,0.03,0.11,0.0,0.0,0.0,0.02,0.02,0.07
Prss36,2.9,2.34,2.47,2.58,3.55,3.43,7.23,5.73,4.25,3.26
Capza1,70.1,68.92,67.66,62.12,85.01,104.19,160.83,123.61,102.77,100.92
Olfr59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr391-ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ampd1,0.67,0.82,0.34,1.36,0.33,0.15,0.31,0.39,0.11,0.1
Fbxo39,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Nlrp1b,0.05,0.05,0.01,0.03,0.0,0.02,0.03,0.03,0.05,0.02
Gm20634,1.11,1.07,1.08,0.98,0.49,0.33,0.87,0.79,0.54,0.69
Tmem256,291.54,335.81,353.31,341.91,298.92,277.31,258.75,269.76,283.3,275.81
Hs3st3b1,12.65,11.64,13.29,12.32,10.93,14.89,32.65,30.42,19.9,20.94
Olfr2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyp3a57,0.06,0.01,0.1,0.11,0.04,0.06,0.0,0.0,0.0,0.05
Zscan25,0.12,0.11,0.12,0.19,0.16,0.09,0.37,0.35,0.27,0.33
Olfr658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Olfr558,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Art5,0.22,0.26,0.2,0.19,0.06,0.28,0.45,0.57,0.3,0.15
Xntrpc,0.0,0.26,0.32,0.28,0.19,0.24,0.62,0.52,0.28,0.34
Rnf121,12.52,10.02,10.21,9.87,10.08,9.15,12.89,11.98,10.68,11.22
Il18bp,27.57,19.87,27.95,27.82,9.63,7.87,3.02,1.74,3.81,4.06
Serpinh1,71.2,69.88,58.79,61.06,110.33,109.97,172.62,169.32,208.48,210.08
Olfr313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Gm10291,0.2,0.21,0.12,0.38,0.45,0.34,0.46,0.17,0.39,0.32
Vmn2r89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn2r73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX649560.1,0.65,0.36,0.43,0.51,0.31,0.57,0.38,0.46,0.59,0.69
Tlnrd1,11.61,9.66,5.06,6.09,7.75,8.66,13.37,11.95,18.18,19.34
Ccl26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9696,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05
Adamtsl3,0.1,0.1,0.06,0.14,0.08,0.07,0.27,0.27,0.21,0.52
Erich6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02
Cldn3,1.79,1.06,2.23,3.96,0.33,0.64,1.54,1.6,0.48,0.46
Fam217b,0.78,0.53,0.43,0.75,0.99,0.99,2.82,2.72,1.01,1.69
4930527J03Rik,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
Gm10293,0.49,0.87,0.27,0.62,0.33,0.84,1.43,1.21,0.73,0.63
Chchd2,454.58,450.54,445.25,431.82,559.5,514.58,762.65,734.94,526.64,507.24
Ctcfl,0.03,0.06,0.05,0.04,0.02,0.04,0.03,0.05,0.05,0.03
Tmem132b,0.0,0.0,0.02,0.01,0.12,0.0,0.04,0.11,0.02,0.07
Ifi214,0.01,0.02,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Fcrl6,0.07,0.0,0.03,0.14,0.0,0.0,0.0,0.08,0.0,0.04
Rgma,0.15,0.2,0.09,0.16,0.27,0.2,2.29,2.07,0.46,0.74
Gm10295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nsmce3,4.5,4.34,4.36,3.49,5.51,5.8,8.96,8.22,6.61,6.85
Gm6505,3.38,4.34,4.6,4.63,4.1,5.63,7.08,8.24,3.5,5.88
Fcrlb,0.0,0.06,0.06,0.05,0.02,0.0,0.11,0.0,0.08,0.11
Peg12,1.42,1.47,1.07,1.08,3.58,3.96,10.03,9.48,5.23,5.18
Mkrn3,0.27,0.42,0.24,0.19,0.45,0.21,1.47,1.45,1.18,0.88
Wfdc10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wfdc16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wfdc6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccdc190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
Wfdc8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Top1,48.02,49.25,51.56,47.23,61.55,74.75,64.78,65.53,70.21,73.36
Mrgprb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrgprb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrgprb4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrgprb5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrgprx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spaca4,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.05
Ntn5,0.0,0.02,0.0,0.0,0.03,0.0,0.03,0.17,0.0,0.03
Rasal2,1.43,1.72,0.71,1.18,1.34,0.82,2.34,2.87,3.19,2.84
Slc6a21,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
Slc17a7,0.01,0.02,0.0,0.0,0.02,0.02,0.44,0.54,0.01,0.0
Trmt112-ps2,42.78,62.28,54.81,52.17,100.47,80.86,120.52,130.73,87.12,100.68
2310016G11Rik,0.09,0.17,0.0,0.24,0.06,0.0,0.0,0.0,0.08,0.05
Mn1,1.18,1.07,1.08,1.47,1.26,1.35,4.04,3.87,2.02,2.59
Gm572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Fv1,1.86,1.83,1.75,1.53,2.17,3.01,5.93,5.14,3.15,3.43
Gm4788,0.9,0.46,1.4,2.1,0.03,0.05,0.0,0.0,0.01,0.0
Vmn2r84,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.02
Vsig10l,0.89,1.34,0.98,1.08,0.74,0.5,0.85,1.41,1.04,1.9
Zfp992,1.41,1.57,1.25,1.36,2.57,3.15,7.27,6.56,4.06,3.89
Gm10298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aadacl4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13127,0.95,0.71,0.69,0.51,1.25,1.13,2.39,1.64,1.22,1.05
Gm13040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC080695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn2r-ps60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srarp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lrrc8b,2.4,2.23,1.55,1.5,3.55,4.92,8.29,6.86,6.29,6.54
Gm16410,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sox13,1.64,1.43,1.24,1.4,1.13,1.29,3.38,2.97,2.89,3.07
Etnk2,12.37,9.79,13.28,17.18,3.73,4.13,3.43,4.2,3.48,3.36
Ren1,0.73,0.57,0.48,0.61,0.41,0.53,0.23,0.29,0.33,0.24
Rnf186,0.71,0.29,0.48,0.95,0.07,0.1,0.0,0.06,0.05,0.0
Rpl31-ps10,0.11,0.0,0.22,0.27,0.0,0.23,0.19,0.44,0.0,0.0
D5Ertd577e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactbl1,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0
C87414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Htr1d,0.0,0.0,0.04,0.09,0.0,0.13,0.05,0.0,0.0,0.0
5830473C10Rik,1.27,0.9,1.32,1.54,0.24,0.36,0.27,0.14,0.1,0.21
Runx3,0.52,0.65,0.52,0.51,0.72,0.68,0.63,0.52,0.43,0.45
Rps12-ps10,0.0,0.14,0.0,0.0,0.1,0.33,0.18,0.34,0.0,0.47
Cntnap5a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utp3,23.98,24.3,23.26,21.25,39.76,43.71,57.34,56.64,43.9,42.92
Sars2,10.76,10.63,9.62,8.9,14.13,14.7,27.19,22.84,17.12,18.61
Csn1s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugt2b36,32.4,28.06,40.9,39.98,5.81,7.63,1.37,1.12,2.52,2.39
Eid2b,1.57,1.47,1.36,1.11,2.13,2.23,4.58,4.73,3.02,3.12
Gtsf1l,0.04,0.0,0.03,0.09,0.04,0.04,0.0,0.05,0.0,0.05
Zfp974,0.95,0.92,1.06,1.25,0.73,0.93,3.4,2.55,1.69,1.38
Gm10282,4.22,6.26,5.1,4.95,7.73,9.67,15.98,15.16,8.61,8.47
Gm10300,0.37,0.4,0.28,0.39,0.34,0.54,0.08,0.08,0.35,0.38
Pla2g4d,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
Tmem200b,0.24,0.23,0.04,0.02,0.22,0.13,0.6,0.87,1.08,0.68
Gm12966,1.1,1.45,1.32,0.95,1.56,2.37,1.07,0.95,1.0,1.28
Rmdn3,44.0,39.08,39.04,37.38,47.97,53.14,62.04,55.22,53.75,52.03
Rbm44,1.2,0.78,0.82,0.53,1.05,1.52,1.88,1.75,1.27,0.95
Fryl,40.96,40.16,37.29,37.36,38.63,38.11,27.22,28.94,38.83,42.3
Tmem35b,7.24,6.99,7.05,7.18,5.87,6.71,10.88,8.53,7.16,6.07
Dgkd,9.16,8.51,8.4,10.11,9.43,13.03,25.91,24.46,17.14,16.66
Ceacam20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rpl7a-ps8,0.0,0.03,0.0,0.03,0.08,0.04,0.06,0.0,0.0,0.04
Rbm47,14.63,13.22,16.37,16.37,7.0,10.32,10.7,9.88,7.89,7.56
BC016548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psg21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psg27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psg25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psg26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pnmal2,0.38,0.52,0.17,0.36,0.53,0.29,0.45,0.58,0.34,0.63
Cited4,71.86,68.15,37.89,37.33,107.45,110.63,186.21,169.47,247.47,238.95
Zmynd12,0.11,0.08,0.12,0.26,0.15,0.05,0.25,0.05,0.19,0.13
Bicra,1.67,1.4,1.2,1.58,1.2,1.25,4.1,5.32,2.44,2.73
Sult2a6,0.17,0.31,0.13,0.2,0.0,0.07,0.0,0.0,0.0,0.0
Sult2a2,0.73,1.21,0.94,1.25,0.07,0.1,0.0,0.0,0.0,0.0
Zswim9,1.69,1.96,1.88,2.78,1.84,2.23,3.11,2.13,2.59,2.75
Vmn1r87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Vmn1r86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn1r85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zscan18,0.21,0.38,0.34,0.49,0.42,0.65,3.38,3.71,1.14,1.72
Zscan4f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13015,0.29,0.0,0.0,0.0,0.74,0.27,0.0,0.0,0.59,0.32
Aurkc,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.14,0.0
Vmn2r34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn2r42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vmn2r30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1150-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm1673,2.98,3.87,2.95,3.91,6.07,4.35,18.57,20.11,9.75,10.85
Zfp804a,0.02,0.0,0.01,0.02,0.03,0.01,0.48,0.29,0.07,0.07
Trabd2b,0.14,0.07,0.05,0.1,0.22,0.21,0.86,0.95,0.32,0.54
Skint3,0.02,0.03,0.06,0.03,0.01,0.03,0.0,0.01,0.03,0.01
Cryge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccnyl1,0.58,0.85,0.72,0.52,0.97,0.75,2.64,3.45,1.94,1.32
Lilra5,0.66,0.54,0.79,0.78,0.37,0.17,0.02,0.09,0.12,0.08
Olfr1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ldlrad1,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0
Gad1,0.05,0.07,0.0,0.05,0.13,0.05,0.33,0.14,0.12,0.02
Ccdc173,0.12,0.14,0.17,0.07,0.18,0.24,0.92,1.03,0.39,0.44
Gm12794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm12689,0.02,0.05,0.02,0.07,0.06,0.02,0.03,0.06,0.1,0.03
Rpl23a-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm10306,0.0,0.0,0.0,0.07,0.18,0.19,0.26,0.12,0.22,0.23
Zfp352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifna4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm13288,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0
Klhl9,19.59,19.4,20.15,18.96,21.31,28.56,56.15,47.49,31.89,32.32
Speer4d,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0
Rraga,21.91,22.84,32.38,28.63,27.35,31.55,49.17,45.37,24.79,25.66
Tgfbrap1,2.62,3.11,2.9,2.73,3.43,3.7,8.98,8.32,5.1,5.56
Il1rl2,0.97,1.31,1.06,1.31,1.21,1.52,1.32,1.24,1.52,1.82
Olfr356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rabepk,17.41,19.33,19.22,14.66,26.59,26.85,43.46,31.7,27.83,27.17
Gm19680,7.01,5.95,5.66,6.03,6.47,7.54,11.58,10.98,6.61,7.3
Dnajc25,4.24,5.42,3.33,4.67,6.96,6.65,6.76,8.08,7.73,6.82
Defb44-ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actl7a,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.02,0.02
Actl7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acnat1,0.69,0.81,0.92,0.73,0.21,0.45,0.07,0.06,0.31,0.15
Foxe1,0.0,0.02,0.02,0.02,0.0,0.0,0.03,0.03,0.07,0.02
Gm6313,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
1700055D18Rik,0.28,0.39,0.37,0.37,0.22,0.39,0.49,0.37,0.29,0.27
Ccin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hrct1,0.09,0.17,0.02,0.19,0.08,0.15,0.19,0.33,0.16,0.12
Ccl19,0.11,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
Ccl19,0.11,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
Ndufb6,121.1,134.67,131.3,120.53,171.23,174.76,225.08,222.33,179.11,172.94
Gm136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sdr16c6,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm10308,0.05,0.12,0.0,0.26,0.06,0.0,0.0,0.0,0.0,0.0
Gm5499,0.43,0.75,0.91,0.68,0.67,0.62,0.84,1.05,0.87,0.99
Gm10309,0.02,0.02,0.01,0.06,0.01,0.03,0.07,0.08,0.06,0.09
Camkmt,2.58,2.38,2.45,2.33,3.38,4.33,5.27,4.65,3.67,4.38
Gm9386,0.19,0.09,0.0,0.09,0.14,0.24,0.19,0.17,0.0,0.05
Impdh2-ps,2.3,3.43,1.29,2.17,3.32,5.69,7.08,5.55,3.96,4.3
Rasgrp3,2.9,2.52,3.21,3.71,2.52,3.35,11.5,7.16,5.28,5.5
Ces1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rpl7a-ps5,0.11,0.07,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0
Safb,35.12,31.5,33.31,32.76,38.55,51.52,71.67,70.42,66.32,61.51
Zfp827,0.48,0.41,0.56,0.56,0.43,0.41,2.66,2.8,0.88,1.07
Olfr806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treml2,3.21,3.32,3.0,2.88,3.82,4.76,3.04,3.48,5.25,6.29
Ptges3,162.81,188.3,172.42,144.58,329.4,379.19,436.57,384.21,341.54,339.07
Lrrc73,0.07,0.02,0.02,0.07,0.05,0.09,0.26,0.45,0.12,0.1
Yipf3,51.98,38.4,43.24,44.51,36.3,34.39,59.08,47.84,38.42,36.28
Jund,22.68,20.6,10.55,14.82,15.55,18.99,33.12,34.4,49.87,55.83
Nr2c2ap,14.56,15.09,11.31,10.64,22.69,24.59,25.34,25.8,27.66,25.86
Trim75,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Gm10313,0.0,0.15,0.16,0.11,0.22,0.25,0.1,0.09,0.32,0.0
1700029J07Rik,0.45,0.32,0.58,0.34,0.49,0.6,1.67,1.47,1.02,0.94
Ccdc110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spx,0.11,0.08,0.05,0.23,0.25,0.15,0.22,0.19,0.09,0.07
Mboat4,0.02,0.0,0.0,0.0,0.03,0.0,0.15,0.11,0.04,0.04
Tex24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rpl36a-ps3,0.0,0.78,0.48,0.57,1.38,1.25,1.95,2.04,0.85,1.19
Tas2r140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tas2r115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tas2r121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm4799,0.22,0.43,0.06,0.24,0.46,0.2,0.63,0.43,0.37,0.29
Gm156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Defb46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srsf3,177.07,186.63,180.17,157.04,277.46,343.81,445.83,387.97,311.61,315.32
Arhgef10,1.17,1.22,1.14,1.22,1.55,1.93,6.34,6.92,3.5,3.55
Serpina1d,399.53,320.7,484.23,559.39,98.46,108.62,46.13,37.87,55.11,52.75
Serpina1b,1012.62,824.44,1126.47,1227.0,403.12,435.79,276.22,250.84,299.91,300.24
Serpina16,0.05,0.15,0.1,0.06,0.09,0.07,0.07,0.0,0.0,0.06
Smim15,18.82,19.87,18.71,17.54,24.28,31.87,42.32,35.0,28.61,25.5
3830408C21Rik,0.81,0.78,0.76,0.59,0.84,0.97,1.81,1.31,1.34,1.18
Olfr1357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wfikkn1,0.51,0.3,0.36,0.25,0.56,0.86,1.88,1.55,0.76,0.69
Gm10318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccdc78,0.06,0.03,0.06,0.03,0.04,0.06,0.19,0.24,0.14,0.02
Naip5,0.47,0.58,0.41,0.68,0.23,0.38,0.72,0.39,0.58,0.35
Gm10319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8587,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.05,0.04,0.0
Cecr2,5.75,5.7,5.17,4.13,4.8,4.33,10.25,8.7,7.4,8.72
Timm8a2,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Npw,0.14,0.26,0.13,0.32,0.24,0.21,0.24,0.34,0.28,0.08
Syndig1l,0.09,0.05,0.07,0.08,0.04,0.02,0.09,0.06,0.02,0.04
Vrtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemin6-ps,0.15,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210408I21Rik,1.12,1.58,1.38,1.39,2.41,3.26,3.65,4.38,3.44,2.86
Slc25a16,6.79,7.07,7.31,6.34,8.15,9.83,12.05,9.86,10.4,9.98
