gene_name,H9_1,H9_2,PP_1,PP_2,PC_1,PC_2,OC_2,OC_1,NC_1,NC_2,EC_1,EC_2
MRPL16,38.52,39.85,18.68,19.91,27.78,19.42,15.65,13.96,20.05,19.04,24.22,23.99
PIP4K2C,18.55,16.98,16.04,17.56,11.43,14.95,11.33,13.37,7.0,7.43,16.96,18.59
MTMR10,9.29,10.6,8.81,9.57,6.9,6.18,8.68,9.07,8.8,7.96,6.11,7.36
YWHAB,92.85,92.74,52.38,56.65,63.5,77.09,76.26,77.57,75.47,71.96,88.89,87.77
MIR202HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15orf48,0.0,0.05,1.05,1.19,1.0,2.03,0.12,0.07,0.13,0.05,0.1,0.0
SCG5,11.01,10.94,7.6,8.73,38.55,53.53,0.2,0.2,12.71,10.74,6.53,7.83
GREM1,0.46,0.5,0.07,0.13,23.43,1.06,93.74,112.58,0.03,0.04,1.62,1.25
NYAP1,1.83,1.45,2.05,2.09,2.59,0.87,0.37,0.34,2.12,2.25,3.19,4.23
TSC22D4,7.83,7.99,13.43,12.58,18.78,24.2,17.47,17.9,12.65,14.06,14.64,16.01
MS4A6E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A7,0.05,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
MS4A14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
MS4A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIS3L,14.01,13.8,21.32,24.2,15.6,9.06,9.21,10.85,25.43,24.15,16.36,17.45
CCNDBP1,15.86,15.61,18.43,19.45,11.69,17.46,14.75,15.1,12.99,13.44,16.83,19.76
EPB42,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
TGM6,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD3,11.83,12.21,21.43,22.46,21.52,24.79,14.77,13.71,19.71,16.93,4.26,4.38
MS4A8,0.0,0.0,2.13,2.7,1.14,1.14,0.0,0.0,0.0,0.0,0.0,0.0
CCDC178,0.05,0.03,0.01,0.27,1.18,0.31,0.04,0.21,0.36,0.18,0.13,0.1
MS4A15,0.0,0.05,0.0,0.03,0.11,0.05,0.0,0.0,0.02,0.0,0.0,0.0
MAP1A,1.14,1.14,1.96,2.34,7.53,2.51,10.27,11.16,10.7,10.81,0.61,0.52
RCCD1,9.37,10.45,9.62,9.26,8.4,5.87,4.47,4.89,9.07,8.96,6.15,8.98
AKTIP,10.91,12.0,15.24,19.45,14.65,35.64,10.16,11.16,9.44,9.0,7.81,9.7
MAPRE2,12.31,13.47,20.02,23.34,11.61,8.75,18.61,19.07,16.75,15.24,7.1,7.51
EVA1C,0.83,0.45,0.0,0.08,0.26,0.52,1.1,1.23,0.07,0.05,0.06,0.31
TCP10L2,0.0,0.0,0.07,0.22,0.0,0.06,0.0,0.0,0.07,0.0,0.05,0.0
MARS,160.68,168.59,121.19,143.22,82.81,88.5,149.21,139.15,117.28,110.32,113.47,115.54
MBD6,30.1,30.55,66.11,71.43,39.24,36.79,38.79,40.32,40.14,38.74,35.47,40.12
CNPY4,5.63,4.77,10.64,10.12,14.92,3.04,12.5,14.04,12.26,11.89,5.86,7.36
PDIA3,244.2,239.86,217.26,236.45,210.47,254.09,184.69,201.76,150.28,150.46,280.84,267.89
NUDT21,123.39,126.36,58.15,63.91,61.16,58.44,39.09,39.34,102.02,102.64,84.22,84.3
NAT16,0.4,0.23,0.0,0.03,0.0,0.03,0.06,0.03,0.75,0.3,0.03,0.09
TERB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX3-1,1.17,0.98,1.46,1.66,1.17,1.05,0.55,0.42,0.42,0.31,0.49,0.36
SGSM1,1.46,1.98,1.62,1.64,1.53,2.15,0.01,0.0,0.22,0.32,1.22,0.74
AL357033.1,0.0,0.03,0.02,0.0,0.08,0.06,0.0,0.0,0.07,0.0,0.02,0.0
DUSP18,0.87,1.19,4.84,5.04,5.14,5.78,3.97,4.3,3.42,3.48,3.27,3.44
TEF,8.09,8.2,4.77,5.19,4.34,4.42,2.13,2.59,4.08,5.84,2.32,2.12
MEI1,0.1,0.09,0.42,0.68,0.5,0.38,0.11,0.11,0.21,0.07,0.48,0.7
B4GALNT2,0.01,0.01,0.03,0.05,0.25,1.55,0.01,0.01,0.01,0.01,0.03,0.05
PBX3,20.34,21.05,15.73,19.49,25.23,13.06,5.94,6.15,30.34,30.68,18.12,20.96
GNGT2,0.48,0.19,0.0,0.1,0.14,0.0,0.05,0.0,0.0,0.08,0.49,0.52
PHB,160.2,148.83,70.35,76.14,95.72,113.48,47.75,50.24,109.22,109.54,117.4,119.6
SNRPD1,79.22,81.38,32.03,32.86,34.42,27.9,14.04,13.84,68.73,71.72,53.82,44.97
TTC16,0.0,0.02,0.03,0.01,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.01
SUN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD14,2.2,2.7,2.52,3.45,5.83,0.93,13.69,13.81,11.49,12.29,1.98,4.3
PIP5KL1,4.09,5.3,1.4,1.63,2.4,3.95,0.97,1.1,1.15,1.44,3.47,3.0
BPIFB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM92,5.1,4.97,3.07,3.44,0.66,0.74,1.59,2.54,1.33,1.48,15.38,16.27
FAM102A,27.14,23.94,20.12,24.38,25.32,31.45,15.4,15.07,23.53,30.5,24.02,27.64
ACSF2,5.54,5.58,30.3,31.42,23.74,31.51,10.46,9.71,13.84,14.79,20.74,28.06
GOLGA2,20.16,23.32,36.31,48.86,37.89,52.2,68.48,67.23,25.04,27.49,34.84,41.77
TRUB2,18.14,17.53,12.2,14.23,16.73,13.85,10.05,10.45,15.4,14.33,14.76,14.46
COQ4,15.85,17.57,26.94,30.85,24.22,25.44,14.28,15.01,22.33,21.87,20.98,23.06
SLC27A4,7.84,7.77,11.01,12.75,17.49,19.86,14.66,15.98,18.9,19.57,11.75,11.36
ANKRD40CL,0.04,0.0,0.0,0.07,0.01,0.38,0.0,0.0,0.0,0.04,0.0,0.0
URM1,21.0,21.32,22.7,27.43,23.25,25.36,23.09,21.82,30.74,31.37,23.6,27.47
CERCAM,2.67,2.46,8.17,11.52,19.61,25.56,47.6,50.57,21.84,24.17,6.3,8.43
DOLPP1,19.75,19.47,12.25,13.11,8.73,8.48,4.96,7.37,19.32,18.49,14.46,13.8
CCDC103,0.91,0.77,2.26,1.95,1.24,0.64,0.27,0.13,0.77,0.79,0.65,0.81
ENDOG,8.04,7.62,6.14,8.12,9.98,12.94,9.08,11.22,10.41,9.4,7.34,7.14
TBC1D21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRX2,1.91,1.79,0.33,0.41,8.61,0.21,2.07,2.46,0.3,0.28,1.93,1.75
UGT1A6,0.0,0.0,0.0,0.0,0.78,0.22,0.0,0.0,0.0,0.0,0.0,0.02
C15orf39,22.18,20.86,34.82,36.05,18.44,29.53,7.23,7.68,10.48,12.65,10.13,10.11
ISLR2,0.04,0.04,0.06,0.19,6.99,0.25,2.26,2.35,4.8,4.1,0.01,0.07
SP2,9.14,8.82,7.75,7.21,7.01,9.24,7.4,7.94,10.19,9.59,6.14,6.1
PRR15L,0.0,0.02,15.08,14.51,8.27,13.66,0.0,0.0,0.0,0.0,0.31,0.26
COQ7,12.18,13.53,10.99,10.44,8.98,7.66,11.77,10.37,11.3,10.99,10.28,10.02
GPRC5B,62.7,62.76,18.51,18.27,22.28,10.83,0.17,0.29,25.71,25.42,21.99,22.32
CRK,27.57,26.94,17.39,20.18,20.52,22.51,21.25,21.36,25.29,25.09,22.06,22.95
C16orf92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0
FBXO22,26.99,27.42,18.19,19.35,20.66,19.8,12.62,12.52,22.82,23.05,21.04,21.63
TBC1D2B,7.31,8.05,4.51,6.96,9.17,7.32,25.78,25.06,8.66,9.34,5.19,6.29
NOD2,0.12,0.08,0.01,0.01,0.13,0.05,0.0,0.0,0.25,0.22,0.03,0.15
SNX20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0
LOXHD1,0.05,0.03,0.15,0.15,0.0,0.04,0.0,0.0,0.0,0.0,0.49,0.96
KATNAL2,9.16,9.94,3.34,2.76,3.57,0.78,2.94,2.7,3.81,3.32,1.54,1.91
HDHD2,26.68,23.35,19.72,25.66,17.32,10.37,12.0,8.16,25.54,25.63,24.16,24.35
ZNF91,18.94,19.88,62.05,67.06,37.11,46.17,11.78,11.45,34.32,31.59,27.02,30.43
IGF2,1.4,1.26,2129.28,2107.72,973.1,1624.71,219.62,199.5,8.34,8.63,3.01,2.3
RNF214,11.59,11.88,23.3,24.28,14.38,12.21,12.2,13.1,20.76,20.37,17.92,21.09
CDK12,40.06,40.07,36.25,36.73,26.72,25.52,21.97,21.96,30.39,29.91,28.67,31.93
DPEP2,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.09,0.0,0.14,0.09
DUS2,11.87,13.03,7.83,9.56,10.0,9.13,6.4,5.19,11.68,12.17,9.72,10.64
POP5,30.0,29.26,21.53,26.91,22.87,19.17,13.75,16.08,24.55,21.3,25.42,23.87
ENGASE,9.64,9.43,21.86,22.92,30.05,18.9,14.28,13.88,22.39,22.56,14.4,19.1
RBFOX3,4.66,5.67,0.42,0.28,0.67,0.83,0.0,0.0,0.22,0.08,3.33,3.32
ATP5MG,115.18,116.07,80.25,85.03,85.56,110.5,52.72,65.37,99.64,99.92,104.47,97.34
CD3D,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.42
TBC1D16,37.72,39.24,35.55,39.6,29.79,14.92,17.08,17.32,42.43,41.24,37.32,40.09
TEPSIN,16.51,17.73,26.4,25.85,20.74,19.23,15.75,15.02,16.24,17.3,20.86,20.45
MYO5B,4.12,4.24,16.31,19.87,21.41,54.53,0.0,0.0,0.11,0.17,5.12,7.64
ART5,3.41,3.61,0.75,1.7,1.58,0.43,0.14,0.22,0.58,0.6,2.39,2.9
ACAA2,52.94,52.52,41.76,47.77,40.99,28.05,21.49,21.82,32.12,28.94,60.61,59.36
STIM1,7.11,6.97,11.34,14.73,16.12,22.42,17.47,17.3,9.79,10.45,9.02,9.52
RRM1,60.1,63.03,31.9,35.98,41.74,20.98,12.82,15.24,95.68,89.72,31.51,36.02
OR51E2,0.0,0.0,0.01,0.0,0.24,0.0,0.15,0.29,0.0,0.0,0.0,0.0
TRIM68,3.41,4.55,7.81,8.14,6.0,5.84,4.0,5.28,5.41,5.76,4.69,5.12
MMP26,0.1,0.0,0.12,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.12
OR51B5,0.0,0.0,0.14,0.2,0.0,0.05,0.06,0.0,0.05,0.09,0.47,0.8
OR51I1,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0
OR51Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11
FN3K,10.77,12.93,16.97,18.2,12.95,12.72,9.38,8.77,10.48,9.31,11.07,11.21
PRRT2,4.86,6.7,0.6,1.1,6.24,0.57,5.0,3.36,8.19,9.08,2.53,3.72
ZNF23,4.59,4.4,4.78,5.3,4.58,4.14,3.89,2.9,6.27,6.08,3.43,4.28
IRGQ,11.6,11.02,26.56,25.95,17.2,15.61,15.24,17.56,23.27,22.93,19.04,20.9
ZNF226,5.51,6.99,16.14,17.22,11.91,10.53,10.72,11.04,13.12,10.47,9.03,9.54
ZNF180,6.04,6.22,7.46,8.85,4.66,5.23,2.61,3.39,6.41,6.95,4.6,5.87
POM121L3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R3B,28.87,32.97,30.3,31.52,22.13,13.96,10.5,12.58,38.88,41.38,29.03,32.95
PPP2R3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF668,8.92,8.51,7.31,6.46,5.54,4.43,4.92,5.18,7.4,8.43,5.42,5.75
ZNF646,11.8,13.35,13.6,12.86,11.25,8.82,6.84,8.62,14.21,13.87,11.07,11.34
VKORC1,43.07,42.94,21.3,24.7,32.69,29.47,52.3,56.62,30.83,26.74,25.21,24.41
GNG8,0.0,0.27,0.0,0.0,0.98,0.31,0.67,0.0,0.34,0.0,0.27,0.0
LPO,0.05,0.08,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
CA4,0.63,0.79,3.9,3.69,4.73,8.88,0.0,0.0,0.08,0.11,0.69,1.35
SMG8,11.76,12.44,7.35,7.58,8.35,7.27,6.87,8.22,9.32,9.8,10.53,10.23
LINC00905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM4,196.3,197.37,114.97,135.08,175.9,198.52,255.73,253.9,164.03,153.02,206.56,198.82
RAB8A,42.78,47.22,28.17,29.51,36.01,41.5,22.73,21.39,41.98,38.13,31.68,30.79
GPX4,165.39,162.49,96.41,106.17,84.47,73.24,131.72,133.68,137.67,128.59,154.66,150.64
MIDN,136.55,130.66,80.45,84.03,50.51,53.29,38.34,37.54,78.0,80.05,83.27,84.05
JSRP1,0.51,0.41,0.68,0.45,0.3,0.15,0.05,0.11,0.31,0.17,0.33,0.3
FAM129C,0.22,0.32,0.47,0.54,0.31,0.18,0.2,0.35,0.38,0.32,0.05,0.07
KLHL26,4.49,4.89,5.14,5.23,4.6,4.64,4.61,5.06,4.88,5.29,3.52,4.27
GATAD2A,90.1,86.69,37.99,44.47,42.07,47.53,28.13,31.13,69.61,64.32,60.61,57.43
NOS2P2,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.04,0.02,0.0,0.0
MVD,26.05,24.36,32.59,35.35,24.44,25.46,12.19,11.03,75.3,84.01,33.35,37.02
CDT1,36.35,33.88,10.57,10.28,15.26,7.42,2.46,2.14,35.12,34.14,22.15,25.96
TRAPPC2L,46.29,41.3,31.29,38.84,37.84,33.81,27.53,27.44,39.49,40.75,53.1,49.96
ANKRD11,81.23,82.96,74.5,82.38,63.5,65.28,77.8,71.97,63.28,70.46,61.31,72.31
SPATA33,8.12,7.96,16.04,15.04,9.61,4.93,6.8,6.06,18.35,18.26,8.2,9.91
SGK494,11.5,11.81,15.34,16.01,11.48,7.35,3.82,3.02,13.61,14.66,9.41,12.55
PROCA1,6.48,6.87,6.82,6.84,3.83,1.24,1.13,0.79,5.14,5.35,9.24,13.07
RPL13,1029.85,986.62,686.19,765.61,1059.17,1029.53,664.32,673.38,884.83,863.12,868.8,868.99
ZNF641,3.71,3.9,14.26,15.11,3.95,8.16,6.89,4.55,6.93,7.31,4.03,4.28
LALBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNB3,15.89,16.06,30.84,32.58,23.33,23.94,30.99,25.47,25.23,25.61,14.95,18.48
DHRS13,13.04,13.52,10.8,10.11,8.46,8.12,3.98,4.74,12.64,13.99,7.04,8.67
TP53I13,12.34,12.85,16.77,17.87,20.83,16.36,15.65,16.5,15.4,14.69,8.6,9.87
KMT2D,38.26,42.85,54.93,58.75,40.44,40.08,33.96,37.32,46.99,42.77,45.62,56.04
CORO6,1.19,1.06,0.04,0.12,2.83,0.84,2.66,1.85,1.37,1.15,0.18,0.39
RHEBL1,1.87,1.81,0.3,0.34,0.74,0.37,0.46,0.33,0.52,0.92,0.95,1.12
TUBA1A,67.45,68.27,272.19,283.04,202.72,88.66,175.25,178.25,760.36,746.69,129.99,135.37
TUBA1C,311.8,301.87,53.37,67.15,77.38,92.69,52.98,52.08,91.64,86.86,295.82,272.91
ZNF610,2.68,2.93,11.33,11.18,7.44,6.5,1.4,2.52,4.39,4.95,5.89,6.91
ZNF528,0.37,0.37,18.58,19.3,9.04,13.02,0.66,0.57,3.37,3.57,14.48,17.77
ZNF701,10.8,11.15,14.48,13.36,10.42,12.23,5.8,6.16,8.22,7.43,15.79,20.6
SERTAD3,14.67,14.12,11.06,12.41,13.95,17.54,11.67,12.79,9.81,11.06,24.47,21.7
NCKAP5L,13.17,12.66,14.41,15.07,11.94,4.09,15.79,14.96,17.93,19.28,10.21,10.96
RAB4B,10.32,12.24,8.65,9.68,4.31,5.2,7.32,7.8,6.22,6.51,11.85,13.28
AQP2,0.0,0.0,0.42,0.13,0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.0
GPD1,0.56,0.32,0.82,0.93,3.72,5.24,0.16,0.01,0.07,0.21,0.2,0.48
PROSER3,9.95,13.31,24.45,28.08,19.86,14.53,7.76,7.56,28.12,27.19,15.06,17.17
CYP2S1,79.95,72.69,1.68,2.61,13.7,50.88,0.08,0.09,0.17,0.02,15.14,12.12
AXL,13.81,13.45,6.16,7.08,8.67,3.68,92.89,101.25,3.01,2.73,4.98,4.97
NFKBID,8.57,8.42,5.8,5.13,4.81,3.84,2.3,2.59,2.8,3.42,6.11,9.48
TMC4,5.78,5.59,52.12,53.62,10.03,17.7,1.0,0.75,0.03,0.12,14.25,21.2
ANKRD33,0.28,0.37,0.06,0.2,0.21,0.26,0.0,0.0,0.0,0.04,0.1,0.09
LAIR1,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
TTYH1,19.67,21.54,60.22,59.87,20.98,3.65,0.01,0.0,79.31,88.84,0.79,0.89
LENG8,60.48,67.65,87.56,84.56,81.05,56.91,71.39,55.47,68.98,69.0,61.22,63.13
CDC42EP5,1.31,0.74,0.86,0.7,10.05,6.78,31.8,27.7,3.38,2.88,0.29,0.05
LAIR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM145,1.27,2.04,0.8,0.88,1.49,0.37,0.29,0.08,8.52,7.87,0.37,0.19
ZNF526,10.65,9.4,8.79,7.95,7.55,8.13,3.68,4.56,8.09,10.37,6.93,7.26
TRAPPC9,5.96,6.33,19.74,22.07,11.36,13.68,8.5,9.47,13.0,12.21,8.35,10.47
KIR3DL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP7,0.5,0.51,0.16,0.0,0.01,0.41,0.0,0.0,0.0,0.0,0.49,0.47
ZNF146,76.32,75.72,41.99,44.58,45.47,38.93,26.06,25.39,39.8,37.71,46.44,47.7
ZNF283,5.29,4.74,6.1,7.81,7.53,5.52,3.63,4.4,6.46,5.81,4.44,4.57
PPP1R14A,8.36,8.96,7.19,6.85,6.19,8.68,16.79,17.25,0.52,0.73,4.76,3.91
SPINT2,131.0,129.41,216.61,251.68,100.84,221.13,11.31,11.29,4.22,3.95,196.17,188.86
C19orf33,0.54,0.0,1.45,1.37,19.37,113.3,0.0,0.21,0.0,0.0,6.12,5.98
YIF1B,35.29,33.48,12.34,14.1,17.0,18.05,20.31,22.92,19.23,19.6,29.23,31.2
DNAAF3,1.39,2.09,7.69,6.71,5.05,2.46,0.54,0.79,4.18,4.45,2.23,2.69
PSCA,0.08,0.0,0.49,0.98,12.95,5.08,0.19,0.41,0.06,0.18,0.03,0.06
ATCAY,6.34,5.6,0.18,0.5,1.36,0.61,0.0,0.01,7.1,6.1,1.29,1.26
LY6D,0.0,0.0,0.0,0.0,0.05,0.26,0.0,0.0,0.0,0.0,0.0,0.0
DAPK3,51.9,55.22,44.19,47.36,34.57,39.1,34.59,36.25,27.17,27.04,46.0,48.12
EEF2,1675.71,1653.67,1264.32,1375.79,1213.12,1188.4,1176.71,1225.94,1198.24,1141.54,1302.96,1312.11
TMIGD2,0.07,0.12,0.03,0.0,0.07,0.0,0.0,0.04,0.17,0.27,0.12,0.32
CHAF1A,67.29,65.65,20.14,18.85,19.18,10.79,3.61,5.35,51.25,51.62,31.27,32.14
UBXN6,17.76,15.6,23.89,27.84,25.19,34.27,36.02,40.65,17.36,17.53,17.58,16.79
HDGFL2,53.39,49.53,38.67,42.46,32.26,18.93,25.61,22.88,45.32,47.02,47.49,53.28
PLIN4,0.41,0.51,0.56,0.42,0.2,0.2,0.01,0.01,0.13,0.2,0.34,0.3
SEMA6B,17.65,17.59,11.09,12.73,3.94,0.71,2.32,2.21,9.54,10.84,12.43,13.12
ZNF444,22.23,22.73,54.92,60.84,16.87,15.71,17.83,15.93,20.89,22.09,20.42,22.81
NXN,41.8,42.82,22.18,25.25,28.17,27.38,45.96,50.18,33.39,32.76,78.38,91.2
FAM57A,12.43,13.53,11.34,12.63,7.98,6.3,8.83,10.44,9.18,9.63,8.25,7.57
GLOD4,45.48,48.39,33.38,49.23,41.17,34.95,23.58,19.63,49.95,53.29,35.62,37.08
MFSD3,22.65,21.96,13.25,13.65,13.44,13.25,7.5,8.0,10.55,10.38,19.83,22.47
GPT,0.22,0.54,0.64,0.55,1.18,1.22,0.09,0.07,0.49,0.6,0.56,0.75
KIFC2,15.27,15.46,10.3,12.83,14.09,20.35,16.25,15.48,5.82,6.24,19.89,23.4
SLC43A2,5.37,5.89,9.14,9.51,9.75,12.03,2.73,1.81,6.81,5.94,7.87,8.46
RILP,2.73,2.48,0.51,0.67,2.44,2.69,0.96,0.46,0.54,0.78,1.72,1.42
SERPINF2,0.23,0.31,31.11,30.91,11.72,15.24,0.14,0.19,0.05,0.08,0.3,0.39
WDR81,10.26,9.25,9.23,10.08,6.64,6.11,12.4,11.79,6.23,5.68,7.13,8.12
SRR,2.48,2.57,6.33,7.42,5.96,4.56,6.06,7.23,11.25,15.29,3.95,4.65
TSR1,37.99,37.09,13.97,16.33,16.71,15.87,9.78,10.53,22.07,21.67,21.75,19.71
TRPV3,0.55,0.29,0.65,1.22,0.94,1.44,0.03,0.19,1.01,0.91,2.05,2.84
HSD11B1L,3.63,4.27,8.41,9.52,4.55,2.62,4.0,3.72,7.05,9.32,2.37,3.51
CYB5D2,3.83,3.55,4.47,5.87,6.21,5.18,8.3,10.03,5.31,5.52,2.89,3.04
GGT6,0.06,0.08,0.0,0.0,0.58,0.43,0.0,0.0,0.0,0.0,0.01,0.0
C19orf48,91.38,93.25,36.78,36.57,40.76,26.74,14.86,15.75,80.12,79.93,58.26,60.13
KLK1,0.97,1.07,0.05,0.0,0.63,1.22,0.05,0.0,0.05,0.19,0.65,0.34
KLK4,0.08,0.22,0.0,0.0,0.19,0.06,0.0,0.0,0.0,0.0,0.0,0.0
KLK2,0.0,0.03,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.16
KLK5,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK6,1.53,1.21,0.26,0.55,2.07,2.3,0.0,0.0,0.76,1.08,0.21,0.39
KLK11,0.0,0.05,0.07,0.05,0.58,0.56,0.0,0.0,0.0,0.0,0.35,0.13
KLK13,1.35,1.92,0.46,0.7,0.64,1.98,0.0,0.0,0.0,0.0,1.15,1.55
ZNF83,13.08,14.45,30.12,35.89,31.55,34.03,21.64,21.29,20.38,19.54,22.49,26.81
KRT80,0.03,0.02,0.03,0.09,9.57,27.38,3.67,3.54,0.0,0.0,0.04,0.03
KRT1,0.0,0.0,0.0,0.0,111.46,351.8,0.02,0.0,0.09,0.05,0.0,0.0
ACER1,0.0,0.0,0.0,0.0,0.06,0.05,0.03,0.0,0.03,0.0,0.0,0.0
OTUB1,52.2,52.09,51.96,54.8,43.51,42.57,26.58,25.35,53.71,53.36,42.68,43.23
RCOR2,53.51,53.9,16.58,17.77,15.8,3.42,0.97,0.94,47.05,46.3,20.56,20.46
ANGPTL4,1.13,0.87,0.32,0.5,1.95,1.75,3.2,2.49,0.1,0.0,3.33,4.94
AC010323.1,0.0,2.68,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15
CD320,31.04,32.98,26.34,26.9,21.67,9.56,16.57,16.02,28.38,29.38,30.73,33.04
SPRYD3,2.64,2.96,7.46,8.12,9.17,18.07,10.53,11.1,3.85,4.82,5.06,5.89
IGFBP6,2.61,1.92,10.74,11.92,10.41,16.96,6.99,8.54,0.32,0.31,11.03,9.87
SOAT2,0.0,0.0,0.41,0.49,0.4,0.79,0.0,0.0,0.0,0.0,0.13,0.21
ZNF558,13.89,13.8,21.97,24.33,22.32,9.03,13.25,11.93,17.84,17.56,6.82,8.61
CABP2,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0
NDUFV1,69.42,70.56,57.07,67.37,93.72,92.56,66.99,70.85,79.81,81.76,59.37,61.17
CDK2AP2,15.0,16.5,14.91,15.78,14.47,15.77,13.91,12.33,14.42,13.72,21.02,21.64
C3P1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT8,3.11,2.97,2.12,2.86,4.28,6.71,2.97,2.25,4.82,5.95,3.9,4.31
TBX10,0.0,0.02,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0
AC011511.1,0.93,1.02,1.7,2.05,1.97,0.54,0.71,0.26,0.87,1.41,0.47,0.9
PRDX2,220.98,214.23,231.43,235.91,206.0,174.8,87.52,89.94,286.06,287.99,180.89,195.09
OR8J3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR5I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF232,20.36,21.25,21.34,25.37,10.67,6.79,2.94,3.27,19.31,17.96,13.37,12.37
MIS12,13.02,14.06,11.43,13.5,11.65,9.21,7.93,7.71,15.67,14.53,10.64,12.32
CD300C,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0
CD300A,0.0,0.03,1.64,2.04,0.18,0.16,0.0,0.0,0.28,0.0,0.0,0.06
TEKT1,0.0,0.0,0.0,0.0,0.65,0.1,0.0,0.0,0.0,0.0,0.0,0.0
HID1,6.33,5.79,42.14,42.43,15.17,44.36,3.77,4.56,6.4,5.06,3.33,3.47
MRPL58,19.7,18.78,11.21,11.93,11.55,11.99,9.33,8.56,16.53,15.15,14.56,13.51
ATP5PD,156.97,157.4,66.95,73.29,99.15,120.63,79.03,74.45,91.33,85.03,140.6,134.2
TMEM88,4.08,5.17,6.59,5.08,4.24,1.89,1.26,1.32,2.96,3.58,10.89,12.18
EVPL,0.24,0.22,0.02,0.01,13.22,48.86,0.0,0.0,0.0,0.0,0.19,0.23
SRP68,38.8,39.41,31.28,35.75,35.9,37.65,27.82,28.21,38.66,39.25,33.54,33.58
MGAT5B,2.11,2.25,1.18,2.05,6.6,1.24,0.15,0.21,6.27,6.26,1.54,1.49
TMC8,0.87,0.47,0.05,0.26,0.35,0.38,0.15,0.38,0.31,0.34,0.48,0.41
TK1,44.98,43.85,12.17,12.55,17.07,14.47,6.04,6.12,21.42,23.09,30.54,36.85
TMEM68,5.86,7.87,12.4,16.03,11.87,16.61,6.32,6.53,11.58,10.42,13.49,12.41
CYP7A1,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.03,0.0,0.0,0.0,0.0
