,Control_78_Day_0_Rep3,Control_78_Day_0_Rep4,Control_78_Day_3_Rep1,Control_78_Day_3_Rep2,FSHD2_19_Day_0_Rep1,FSHD2_19_Day_0_Rep2,FSHD2_19_Day_3_Rep1,FSHD2_19_Day_3_Rep2
ENSG00000253800.1|AC090136.2,0,0,0,0,0,0,0,0
ENSG00000254102.1|AC090136.3,0,0,0,0,0,0,0,0
ENSG00000180828.2|BHLHE22,0,0,0,0,0,0,0,0
ENSG00000172817.3|CYP7B1,0,0,0,0,0,0,0,0
ENSG00000254330.1|AC104232.2,0,0,0,1,0,0,0,0
ENSG00000254006.5|AC104232.1,0,0,1,1,0,0,0,0
ENSG00000253493.1|AC087808.1,0,0,0,0,0,0,0,0
ENSG00000239261.1|RPL31P41,0,0,0,0,0,0,0,0
ENSG00000280725.2|LINC00251,0,0,0,0,0,0,0,0
ENSG00000213873.4|PPIAP86,1,0,0,0,0,0,0,0
ENSG00000254081.1|LINC01299,1,2,0,4,1,2,0,3
ENSG00000272010.1|AC100814.1,12,13,8,20,3,7,0,4
ENSG00000200714.1|RF00019,2,4,3,7,0,1,1,1
ENSG00000104442.9|ARMC1,749,711,677,864,443,594,448,567
ENSG00000066855.15|MTFR1,144,127,102,122,171,227,56,144
ENSG00000272155.1|AC055822.1,2,0,2,1,4,1,2,4
ENSG00000205268.10|PDE7A,21,28,93,138,46,21,24,16
ENSG00000272192.1|AC100812.1,0,0,1,0,1,2,0,0
ENSG00000147570.9|DNAJC5B,1,0,0,0,1,0,3,3
ENSG00000253190.3|AC084082.1,1,0,0,1,0,1,1,0
ENSG00000147573.16|TRIM55,1872,1923,2232,3088,995,1637,1484,1512
ENSG00000147571.4|CRH,0,0,0,0,0,0,1,1
ENSG00000253138.5|LINC00967,2,4,0,0,2,0,1,2
ENSG00000246145.1|RRS1-AS1,0,0,1,1,2,0,2,1
ENSG00000179041.3|RRS1,432,439,423,616,313,315,433,566
ENSG00000285655.1|AC009879.2,0,0,0,0,0,0,0,0
ENSG00000147576.16|ADHFE1,4,12,31,47,14,6,15,14
ENSG00000285791.1|AC009879.3,2,1,1,8,0,5,7,6
ENSG00000253623.1|AC009879.1,1,0,3,1,0,4,3,2
ENSG00000169085.12|VXN,72,79,35,48,40,156,64,92
ENSG00000206949.1|RNU6-1324P,0,0,0,0,0,0,0,0
ENSG00000185697.16|MYBL1,31,39,20,40,91,27,14,25
ENSG00000175073.7|VCPIP1,337,327,296,480,163,227,102,333
ENSG00000201365.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000104205.13|SGK3,125,113,42,74,86,75,33,70
ENSG00000213865.7|C8orf44,29,21,33,39,22,24,20,21
ENSG00000213005.3|PTTG3P,0,0,0,0,0,0,0,0
ENSG00000178460.17|MCMDC2,14,16,12,16,9,11,7,11
ENSG00000245910.8|SNHG6,523,466,387,549,676,427,605,401
ENSG00000254341.2|SNORD87,1,0,1,0,0,0,0,0
ENSG00000261787.1|TCF24,0,0,0,2,0,2,1,0
ENSG00000178125.14|PPP1R42,0,0,1,1,0,2,0,1
ENSG00000253223.1|AC110998.1,0,0,0,0,0,0,2,0
ENSG00000121022.13|COPS5,1239,1341,1421,1959,1078,1143,1235,1217
ENSG00000104218.14|CSPP1,94,110,92,194,105,94,103,141
ENSG00000252637.1|RNA5SP268,0,0,0,0,0,0,0,0
ENSG00000250869.2|AC087359.1,0,1,1,5,4,0,1,1
ENSG00000066777.8|ARFGEF1,168,183,184,236,285,209,140,188
ENSG00000271966.1|AC021321.1,0,0,0,0,2,1,2,1
ENSG00000241961.1|AC011037.1,0,1,1,1,1,0,1,0
ENSG00000165078.12|CPA6,0,0,1,0,0,2,0,0
ENSG00000254253.1|NACAP10,0,0,0,0,0,0,0,0
ENSG00000255130.1|AC022874.1,0,0,0,0,0,0,0,0
ENSG00000255531.1|NDUFS5P6,0,0,0,0,0,0,0,0
ENSG00000046889.18|PREX2,1,1,2,2,0,1,5,3
ENSG00000255206.1|AC011853.2,0,0,0,0,0,0,0,0
ENSG00000254051.1|AC011853.1,0,0,0,0,0,0,0,0
ENSG00000252210.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000253964.1|RPL31P40,0,0,0,0,0,0,0,0
ENSG00000248801.6|C8orf34-AS1,0,1,0,0,3,1,1,2
ENSG00000165084.15|C8orf34,29,45,33,58,27,33,48,54
ENSG00000236191.3|RPS15AP25,0,0,0,0,0,0,0,0
ENSG00000239184.1|RNA5SP269,0,0,0,0,0,0,0,0
ENSG00000254337.1|AC083967.1,13,9,42,58,15,20,3,4
ENSG00000253658.5|LINC01592,5,9,3,6,10,4,0,5
ENSG00000238808.1|RNU7-102P,0,0,0,0,0,0,0,0
ENSG00000254332.1|AF201337.1,0,2,1,1,1,1,0,0
ENSG00000253373.1|AC021785.1,0,0,0,0,1,1,0,0
ENSG00000253479.5|LINC01603,0,0,0,0,0,0,0,1
ENSG00000253216.1|AC022790.1,0,0,0,0,0,0,0,0
ENSG00000137573.13|SULF1,3597,3697,4015,5598,1300,3120,1970,4811
ENSG00000137571.10|SLCO5A1,8,4,44,69,8,1,30,68
ENSG00000222889.1|RN7SKP29,0,0,0,0,0,0,0,0
ENSG00000254557.1|AC091047.1,0,0,0,0,0,0,0,0
ENSG00000271113.1|AC079089.3,1,0,0,0,0,0,0,0
ENSG00000246528.3|AC079089.1,0,0,2,0,0,0,1,0
ENSG00000277740.1|RF00017,0,0,0,0,2,0,1,0
ENSG00000255107.1|AC079089.2,0,0,0,0,0,0,0,0
ENSG00000239580.3|RN7SL675P,0,0,0,0,0,0,0,0
ENSG00000223293.1|RNA5SP270,0,0,0,0,0,0,0,0
ENSG00000280393.1|AC090574.1,0,0,0,0,0,0,0,0
ENSG00000247570.2|SDCBPP2,0,0,0,0,0,0,0,0
ENSG00000253721.1|SUMO2P20,0,0,0,0,0,0,0,0
ENSG00000147596.3|PRDM14,0,0,0,1,1,0,0,0
ENSG00000212473.1|RNU1-101P,0,0,0,0,0,0,0,0
ENSG00000253173.3|H2AFZP2,0,2,0,0,1,0,2,0
ENSG00000140396.12|NCOA2,172,175,152,197,132,150,75,159
ENSG00000213003.3|BTF3P12,2,1,0,1,0,0,0,2
ENSG00000207036.1|RNY3P14,0,0,0,0,0,0,0,0
ENSG00000241204.1|AC022730.2,1,0,0,0,1,0,1,0
ENSG00000253143.3|AC022730.3,0,0,0,0,0,0,0,0
ENSG00000253967.1|AC022730.4,0,3,2,4,5,4,1,2
ENSG00000275128.1|RN7SL203P,0,0,0,0,0,1,0,0
ENSG00000241105.1|AC022730.1,0,0,0,0,0,0,0,0
ENSG00000067167.7|TRAM1,3309,3504,1470,2368,1528,3000,1425,2318
ENSG00000246366.6|LACTB2-AS1,9,7,3,8,19,7,8,10
ENSG00000147592.8|LACTB2,180,180,151,167,135,221,131,167
ENSG00000243532.3|RN7SL19P,0,1,0,1,0,0,1,0
ENSG00000221947.7|XKR9,5,6,6,8,8,3,4,7
ENSG00000285579.1|AC015687.1,0,0,0,0,0,0,0,1
ENSG00000223220.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000254031.5|AC022858.1,0,0,0,0,0,0,0,0
ENSG00000104313.18|EYA1,66,69,103,125,28,108,25,36
ENSG00000253124.1|TRAPPC2P2,0,0,0,0,0,0,0,0
ENSG00000254277.1|AC009446.1,0,0,0,3,2,0,0,3
ENSG00000253287.1|AC104012.1,0,0,0,0,0,0,0,0
ENSG00000200191.1|RF00096,0,0,0,0,0,0,0,0
ENSG00000235531.9|MSC-AS1,277,240,221,305,118,232,397,474
ENSG00000178860.8|MSC,254,274,379,579,460,890,1615,1874
ENSG00000241942.2|RPS20P20,0,0,0,0,0,0,0,0
ENSG00000104321.10|TRPA1,54,47,11,35,527,707,28,48
ENSG00000253317.1|AC078906.1,0,1,1,0,1,2,1,1
ENSG00000250979.1|AC022905.1,0,1,0,0,2,1,1,0
ENSG00000252509.1|RNA5SP271,0,0,0,0,0,0,0,0
ENSG00000212989.3|AC124293.1,0,0,0,0,0,0,0,0
ENSG00000254347.1|AC011131.1,0,0,0,0,0,0,0,0
ENSG00000182674.5|KCNB2,0,0,0,0,0,0,0,0
ENSG00000253226.1|HAUS1P3,0,0,0,0,0,0,0,0
ENSG00000278193.1|AC013562.2,0,0,0,0,0,0,0,0
ENSG00000253726.1|AC013562.1,0,0,0,0,0,0,0,0
ENSG00000253784.1|AC090735.1,0,0,0,0,0,0,0,0
ENSG00000260838.3|AC022893.2,0,0,0,0,3,1,1,2
ENSG00000147601.13|TERF1,179,165,158,279,216,223,201,238
ENSG00000222488.1|RNU6-285P,0,0,0,0,0,0,0,0
ENSG00000272254.1|AC022893.3,0,0,0,0,0,0,0,0
ENSG00000253636.1|AC022893.1,2,7,7,9,6,6,7,2
ENSG00000164764.10|SBSPON,2,3,9,23,6,11,10,11
ENSG00000237061.1|AC100823.1,0,0,0,0,0,0,0,0
ENSG00000253564.1|AC100823.2,0,0,0,0,0,0,0,0
ENSG00000274443.4|C8orf89,1,0,0,4,0,0,0,1
ENSG00000254213.2|FAM213AP2,0,0,0,0,0,0,0,0
ENSG00000147604.13|RPL7,15166,14550,10723,14768,10726,10738,11884,9545
ENSG00000121039.9|RDH10,11,16,33,44,24,16,36,38
ENSG00000250295.6|RDH10-AS1,0,1,0,0,0,0,1,0
ENSG00000253339.1|AC111149.2,0,0,0,0,0,0,0,0
ENSG00000253235.1|AC111149.1,0,0,0,0,0,0,0,0
ENSG00000253302.1|STAU2-AS1,0,1,1,4,1,3,0,3
ENSG00000040341.17|STAU2,472,423,1318,1752,186,338,323,541
ENSG00000254273.1|AC018620.1,0,0,0,0,0,0,0,0
ENSG00000253383.1|AC100784.1,2,0,0,6,0,1,0,1
ENSG00000254105.1|VENTXP6,0,0,0,0,0,0,0,0
ENSG00000254538.1|AC027018.1,0,0,0,1,0,0,1,0
ENSG00000258677.2|AC022826.2,8,40,17,57,9,18,3,20
ENSG00000104343.19|UBE2W,586,606,1400,1913,200,340,535,861
ENSG00000253273.2|AC022826.1,0,1,0,0,1,0,0,0
ENSG00000272469.2|RN7SL760P,0,0,0,0,0,0,0,0
ENSG00000251633.3|GYG1P1,0,0,0,0,0,0,0,0
ENSG00000154582.16|ELOC,1501,1422,1771,2566,983,1187,1239,1418
ENSG00000175606.10|TMEM70,494,499,394,534,417,501,396,450
ENSG00000244295.2|RPS20P21,0,0,0,0,0,0,0,0
ENSG00000253833.1|AC022868.1,4,1,1,0,0,0,0,0
ENSG00000154589.6|LY96,33,35,36,53,44,46,57,54
ENSG00000212348.1|RNU6-1300P,0,0,0,0,0,0,0,0
ENSG00000254288.1|AC087672.2,1,0,0,0,0,1,1,3
ENSG00000240047.2|RPS3AP32,0,0,0,0,0,0,0,0
ENSG00000212485.1|RNU6-1197P,0,0,0,0,0,0,0,0
ENSG00000253115.1|AC087672.1,0,0,1,2,0,0,0,0
ENSG00000253983.2|AC087627.1,0,0,1,0,0,0,0,0
ENSG00000104369.4|JPH1,11,13,342,516,3,0,20,78
ENSG00000104381.12|GDAP1,113,127,84,118,62,94,50,51
ENSG00000253596.1|AC103952.1,0,0,0,0,0,0,0,0
ENSG00000207417.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000266502.1|MIR5681A,0,0,0,0,0,0,0,0
ENSG00000283505.1|MIR5681B,0,0,0,0,0,0,0,0
ENSG00000254349.5|MIR2052HG,0,0,0,0,0,0,0,0
ENSG00000253341.1|AC115837.1,0,0,0,0,0,1,0,0
ENSG00000254080.1|AC115837.2,0,0,0,0,0,0,0,0
ENSG00000283188.1|MIR2052,0,0,0,0,0,0,0,0
ENSG00000253706.5|AC011632.1,0,2,2,5,4,0,3,2
ENSG00000253777.1|AC026616.1,0,0,0,0,0,0,0,0
ENSG00000137558.8|PI15,1,1,0,0,0,1,1,3
ENSG00000254043.1|AC011632.2,0,0,0,0,0,0,0,0
ENSG00000121005.8|CRISPLD1,0,3,0,0,6,12,4,6
ENSG00000254238.1|AC100782.1,0,0,0,1,0,0,0,0
ENSG00000253712.1|AC022274.1,1,0,0,8,14,2,5,2
ENSG00000249395.2|CASC9,0,0,0,1,0,1,0,1
ENSG00000253229.1|HIGD1AP6,0,0,0,0,0,0,0,0
ENSG00000254023.1|PKMP4,0,0,0,1,0,0,0,0
ENSG00000164749.11|HNF4G,0,0,0,1,0,1,0,1
ENSG00000222231.1|RNU2-54P,0,0,0,0,0,0,0,0
ENSG00000270866.1|AC067773.1,33,38,15,13,48,82,10,15
ENSG00000271167.1|LINC01109,1,4,1,4,0,3,0,1
ENSG00000254300.1|LINC01111,10,8,3,7,13,24,5,6
ENSG00000253661.1|ZFHX4-AS1,8,4,15,32,20,25,5,8
ENSG00000253681.1|AC013509.1,0,0,0,0,0,0,0,0
ENSG00000254305.1|MRPL9P1,0,0,0,0,0,0,0,0
ENSG00000091656.16|ZFHX4,295,259,225,375,465,382,108,210
ENSG00000276673.1|RF02271,0,0,0,0,0,0,0,0
ENSG00000253416.1|AC023200.1,0,1,0,0,1,0,0,0
ENSG00000266712.3|MIR3149,1,1,0,0,0,0,0,0
ENSG00000164751.14|PEX2,568,554,542,804,395,619,450,497
ENSG00000253952.1|HIGD1AP18,0,0,0,0,0,0,1,0
ENSG00000254366.6|AC062004.1,0,0,0,0,0,2,0,0
ENSG00000254001.5|AC084706.1,1,0,0,1,0,1,4,1
ENSG00000252935.1|RNU6-1220P,0,0,0,0,0,0,0,0
ENSG00000254266.5|PKIA-AS1,2,2,3,3,8,1,2,2
ENSG00000171033.12|PKIA,337,332,862,1354,263,293,549,810
ENSG00000260398.1|AC068700.1,7,7,9,30,2,2,9,12
ENSG00000104427.11|ZC2HC1A,183,174,150,225,205,159,163,174
ENSG00000104432.13|IL7,0,3,1,4,4,3,2,4
ENSG00000254352.1|AC100854.1,0,0,0,1,0,0,0,0
ENSG00000253919.1|THAP12P7,0,0,0,0,0,0,0,0
ENSG00000285744.1|AC083837.2,14,11,15,23,13,7,15,8
ENSG00000261618.1|AC083837.1,0,1,0,0,1,1,0,0
ENSG00000253659.1|AC138646.1,0,0,0,0,0,0,0,0
ENSG00000253391.1|AC100870.1,0,0,0,0,0,0,0,0
ENSG00000240540.2|RPL3P9,1,4,3,2,1,2,1,0
ENSG00000104435.13|STMN2,258,258,757,1058,378,250,124,154
ENSG00000164683.16|HEY1,645,612,544,685,121,238,415,251
ENSG00000272138.1|LINC01607,5,3,3,4,6,1,3,4
ENSG00000249328.2|AC036214.1,5,2,0,6,1,4,3,5
ENSG00000238884.1|RNU7-85P,0,0,0,0,0,0,0,0
ENSG00000285758.1|AC036214.4,0,0,0,0,0,0,0,2
ENSG00000147586.9|MRPS28,866,862,776,1077,734,745,580,625
ENSG00000276418.5|AC036214.3,4,0,0,2,0,0,0,0
ENSG00000272518.1|AC036214.2,1,6,4,6,3,1,2,2
ENSG00000272264.1|AC009686.2,2,1,0,1,1,2,0,0
ENSG00000076554.15|TPD52,809,721,58,80,96,201,60,78
ENSG00000254205.1|AC009686.1,0,0,0,0,0,0,0,0
ENSG00000241550.3|RN7SL41P,0,0,0,0,0,0,0,0
ENSG00000265588.1|MIR5708,0,0,1,0,0,1,1,0
ENSG00000241746.1|AC104212.2,2,0,0,1,1,0,1,0
ENSG00000253238.2|AC034114.2,0,0,2,1,1,0,5,0
ENSG00000213791.4|AC104212.1,0,0,0,0,0,0,1,0
ENSG00000206649.1|RF00401,0,0,0,0,0,0,0,0
ENSG00000253237.2|AC034114.1,0,0,0,0,0,0,0,0
ENSG00000252884.1|RNU6-1213P,0,0,0,0,0,0,0,0
ENSG00000251867.4|AC009812.1,3,2,1,3,5,0,3,0
ENSG00000277604.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000205189.11|ZBTB10,45,54,61,125,32,24,11,66
ENSG00000254162.1|AC009812.3,3,6,4,11,7,7,6,7
ENSG00000260317.1|AC009812.4,4,2,2,2,7,1,2,0
ENSG00000188856.6|RPSAP47,2,0,1,5,1,1,0,1
ENSG00000252057.2|RNU7-174P,0,0,0,0,0,0,0,0
ENSG00000253760.1|AC009812.2,0,0,0,0,0,0,0,0
ENSG00000223327.1|RNU2-71P,0,0,0,0,0,0,0,0
ENSG00000254181.1|SLC25A51P3,0,0,0,0,0,0,0,1
ENSG00000243424.2|RN7SL107P,0,0,0,1,1,0,6,1
ENSG00000164684.13|ZNF704,18,29,34,49,5,4,11,6
ENSG00000254331.1|CKS1BP7,0,0,0,0,1,0,0,0
ENSG00000212429.1|RNU11-6P,0,0,0,0,0,0,0,0
ENSG00000243951.1|RN7SL308P,2,0,1,0,2,3,2,0
ENSG00000253516.1|HMGB1P41,0,0,2,0,0,0,0,0
ENSG00000076641.4|PAG1,474,456,277,385,369,385,256,403
ENSG00000254060.1|AC022778.1,0,0,0,0,0,0,0,0
ENSG00000254177.1|AC079209.2,0,0,0,0,0,0,0,0
ENSG00000253214.1|AC079209.1,4,1,3,7,7,5,3,2
ENSG00000254014.1|AC009902.1,0,0,0,0,0,0,0,0
ENSG00000253677.1|UBE2HP1,0,0,0,0,1,5,1,1
ENSG00000272425.1|AC009902.3,0,0,0,1,1,0,1,0
ENSG00000254027.1|AC009902.2,2,3,0,2,4,1,1,0
ENSG00000164687.10|FABP5,411,428,94,140,392,403,448,475
ENSG00000253859.2|AC018616.1,0,0,0,0,0,0,0,1
ENSG00000147588.6|PMP2,0,0,0,0,0,0,0,0
ENSG00000205186.2|FABP9,0,0,0,0,0,0,0,0
ENSG00000170323.8|FABP4,2,0,0,0,3,2,3,3
ENSG00000253374.5|AC023644.1,0,1,0,0,0,0,0,1
ENSG00000237264.4|FTH1P11,11,18,1,5,6,1,7,4
ENSG00000197416.4|FABP12,0,0,0,0,0,0,0,0
ENSG00000251521.2|IMPA1P1,0,0,0,0,0,0,1,0
ENSG00000254151.1|NIPA2P4,0,0,0,0,0,0,0,0
ENSG00000240427.1|RPS26P34,0,0,0,0,0,0,0,0
ENSG00000205184.2|SLC10A5P1,0,0,0,0,0,0,0,0
ENSG00000133731.9|IMPA1,330,309,296,346,163,222,166,282
ENSG00000253598.1|SLC10A5,2,0,1,4,1,2,0,2
ENSG00000280193.1|AC132219.2,5,4,0,5,7,4,3,4
ENSG00000104231.10|ZFAND1,246,242,190,253,96,163,111,152
ENSG00000164695.4|CHMP4C,1,2,0,0,0,3,0,1
ENSG00000253334.1|AC132219.1,0,0,2,0,4,1,6,0
ENSG00000104497.13|SNX16,138,110,139,180,45,83,38,70
ENSG00000231942.3|HNRNPA1P36,0,0,0,0,0,1,0,0
ENSG00000254689.2|LINC02235,1,0,2,3,2,0,1,0
ENSG00000254123.1|AC027701.1,0,0,0,0,0,0,0,0
ENSG00000206228.4|HNRNPA1P4,0,1,0,0,0,0,0,0
ENSG00000253503.5|AC060765.1,0,0,0,0,1,0,0,1
ENSG00000253836.1|AC105031.2,0,0,0,0,0,0,0,0
ENSG00000254394.1|AC105031.3,0,0,0,0,0,0,0,0
ENSG00000253581.1|AC105031.1,0,0,0,0,0,0,0,0
ENSG00000254189.1|AC090095.1,0,0,0,0,0,0,0,0
ENSG00000253423.1|AC090132.1,0,0,0,0,0,0,0,0
ENSG00000274116.1|AC090132.2,0,0,0,0,0,0,0,0
ENSG00000253898.1|LINC01419,0,0,0,2,2,0,0,0
ENSG00000254202.1|AC015522.1,1,1,0,1,1,2,0,4
ENSG00000254195.1|TPM3P3,0,0,0,0,0,0,0,0
ENSG00000253362.1|AC012400.1,0,0,0,0,0,0,0,0
ENSG00000184672.11|RALYL,0,0,0,0,0,0,0,0
ENSG00000206701.1|RNU6-1040P,0,0,0,0,0,0,0,0
ENSG00000253137.1|AC092709.1,0,0,0,0,0,0,0,0
ENSG00000248978.2|AC009901.1,0,0,0,0,0,0,0,0
ENSG00000254212.1|AC009901.2,0,0,0,0,0,0,0,0
ENSG00000203413.3|ACTBP6,2,2,9,9,0,0,3,2
ENSG00000253655.2|IGJP1,0,0,0,0,0,0,0,0
ENSG00000253283.1|AC091175.1,0,0,0,0,0,0,0,0
ENSG00000133739.15|LRRCC1,139,142,46,68,150,135,40,59
ENSG00000260493.1|AC011773.4,1,0,0,0,0,0,3,2
ENSG00000133740.10|E2F5,12,8,10,13,11,3,16,6
ENSG00000254208.1|AC011773.1,0,0,0,0,0,0,1,0
ENSG00000176731.11|C8orf59,696,610,372,542,526,566,390,354
ENSG00000185015.7|CA13,22,27,17,12,27,19,14,39
ENSG00000258256.1|AC011773.3,2,3,0,0,0,0,2,4
ENSG00000257962.1|AC011773.2,0,0,0,0,0,0,0,0
ENSG00000133742.13|CA1,0,0,0,0,0,0,1,0
ENSG00000164879.6|CA3,9,11,883,1226,6,15,15,85
ENSG00000253549.5|CA3-AS1,0,0,3,0,0,0,0,0
ENSG00000104267.9|CA2,1,0,1,2,2,1,1,5
ENSG00000254380.1|AC093331.2,0,0,0,0,0,0,0,0
ENSG00000253680.1|AC093331.1,0,0,0,0,0,0,0,0
ENSG00000270971.2|REXO1L8P,0,0,0,0,0,0,0,0
ENSG00000273567.1|REXO1L3P,0,0,0,0,0,0,0,0
ENSG00000205176.3|REXO1L1P,0,0,2,2,2,3,0,0
ENSG00000276006.1|REXO1L12P,0,0,0,0,0,2,0,2
ENSG00000275928.2|REXO1L11P,0,0,0,0,0,0,0,0
ENSG00000276540.1|REXO1L10P,0,0,0,0,0,0,0,0
ENSG00000271381.2|REXO1L9P,0,0,0,0,0,0,0,0
ENSG00000276998.1|REXO1L2P,0,0,0,0,0,0,0,0
ENSG00000274343.1|AC232323.1,0,0,0,0,0,0,0,0
ENSG00000270416.2|REXO1L4P,0,0,0,0,0,0,0,0
ENSG00000277436.1|REXO1L5P,0,0,0,0,0,0,0,0
ENSG00000277422.1|REXO1L6P,0,0,0,0,0,0,0,0
ENSG00000253154.2|AC100801.1,1,0,0,3,3,0,0,1
ENSG00000285768.1|AC232323.2,0,0,0,1,0,0,0,0
ENSG00000147614.3|ATP6V0D2,3,1,2,2,2,1,7,6
ENSG00000227753.3|AC023194.1,0,0,0,0,0,0,0,0
ENSG00000243761.1|AC023194.2,1,0,0,0,0,1,0,0
ENSG00000147613.7|PSKH2,0,0,1,0,0,0,0,0
ENSG00000253675.1|AC023194.3,0,0,1,0,1,0,0,0
ENSG00000253699.1|AC084128.1,0,0,0,0,0,0,0,0
ENSG00000164893.8|SLC7A13,0,0,0,0,0,0,0,1
ENSG00000254231.2|AC103760.1,0,1,1,2,0,3,0,0
ENSG00000123124.13|WWP1,142,147,167,253,135,83,62,114
ENSG00000176623.11|RMDN1,824,868,677,901,590,701,521,703
ENSG00000250569.1|NTAN1P2,5,6,2,7,5,1,1,2
ENSG00000254088.1|SLC2A3P4,0,1,0,3,0,0,2,0
ENSG00000085719.12|CPNE3,889,945,631,914,566,986,287,649
ENSG00000170289.12|CNGB3,0,0,0,0,1,0,0,1
ENSG00000253292.1|MIOXP1,0,0,0,0,0,0,0,0
ENSG00000205333.5|GOLGA2P1,0,0,0,0,0,0,0,1
ENSG00000233915.4|UBE2Q2P10,0,0,0,0,0,0,0,0
ENSG00000254115.1|AC090572.3,0,0,0,0,0,0,0,1
ENSG00000253778.1|AC090572.2,0,0,1,1,0,0,0,0
ENSG00000253568.1|AC090572.1,0,0,0,0,0,0,0,0
ENSG00000176571.11|CNBD1,0,0,0,0,0,0,0,0
ENSG00000253500.5|AF121898.1,2,0,3,6,4,5,2,2
ENSG00000253401.1|VTA1P2,0,0,0,0,0,0,0,0
ENSG00000251563.1|IARS2P1,0,0,0,2,3,1,0,0
ENSG00000254376.2|SOX5P1,0,0,0,0,0,0,0,0
ENSG00000273978.1|AC005066.1,0,0,0,0,0,0,0,0
ENSG00000176566.4|DCAF4L2,0,0,0,0,0,0,0,0
ENSG00000253171.1|AC037450.1,0,0,0,0,0,0,0,0
ENSG00000156103.15|MMP16,0,7,7,7,22,20,10,46
ENSG00000253553.6|AC090578.1,0,0,1,2,2,4,1,5
ENSG00000251904.1|RNA5SP272,0,0,0,0,0,0,0,0
ENSG00000250962.1|AC090568.1,0,0,0,0,0,0,0,0
ENSG00000271156.1|AC090578.2,0,0,0,0,0,0,0,0
ENSG00000253621.1|RPSAP74,0,1,0,0,1,0,0,0
ENSG00000248231.1|KRT8P4,0,0,0,0,0,0,0,0
ENSG00000251136.8|AF117829.1,25,17,24,44,36,42,40,48
ENSG00000104312.7|RIPK2,400,411,357,419,336,337,289,368
ENSG00000253349.1|COX6B1P6,0,0,0,0,0,0,0,0
ENSG00000275103.1|AF117829.2,0,0,0,0,0,0,0,0
ENSG00000207359.1|RNU6-925P,0,0,0,0,1,0,0,1
ENSG00000164823.10|OSGIN2,133,96,237,326,111,56,90,100
ENSG00000104320.13|NBN,1060,1096,768,1090,649,674,341,557
ENSG00000104325.6|DECR1,1449,1616,1305,1815,1157,1688,941,1098
ENSG00000104327.7|CALB1,2,5,9,10,5,1,7,5
ENSG00000253394.5|LINC00534,0,0,1,1,0,1,1,0
ENSG00000199354.1|RNA5SP273,0,0,0,0,0,0,0,0
ENSG00000254180.1|AB015752.1,0,0,0,0,0,3,0,4
ENSG00000253799.1|LINC01030,0,0,1,0,0,0,0,0
ENSG00000180694.13|TMEM64,228,239,201,287,113,215,225,457
ENSG00000246792.2|AC106038.1,0,0,0,0,2,0,0,0
ENSG00000254182.1|AC106038.2,0,0,0,0,0,0,0,0
ENSG00000123119.11|NECAB1,157,147,173,237,100,136,86,123
ENSG00000254251.1|AC103770.1,0,2,1,0,0,1,3,0
ENSG00000253250.2|C8orf88,170,173,122,199,104,166,80,92
ENSG00000155099.7|PIP4P2,422,427,350,435,331,504,376,453
ENSG00000253358.1|AC087439.1,0,0,0,0,0,0,0,0
ENSG00000254219.1|AC087439.2,0,0,0,0,0,0,0,0
ENSG00000253738.1|OTUD6B-AS1,437,410,411,640,277,310,268,349
ENSG00000155100.10|OTUD6B,256,276,299,382,74,157,152,198
ENSG00000214954.8|LRRC69,12,9,9,28,9,13,4,5
ENSG00000253525.1|AC104966.1,0,0,0,0,0,0,0,0
ENSG00000266194.1|MIR4661,0,0,0,0,0,0,0,0
ENSG00000147606.8|SLC26A7,0,0,15,19,0,2,9,2
ENSG00000253901.1|AC103409.1,0,0,1,0,0,0,0,0
ENSG00000200151.1|RN7SKP231,0,0,0,0,0,0,0,0
ENSG00000271202.1|PRR13P7,0,0,0,0,0,0,0,0
ENSG00000229182.3|MRPS16P1,0,0,0,0,0,0,0,0
ENSG00000079102.16|RUNX1T1,9,7,12,8,1,19,8,16
ENSG00000253576.1|AF181450.1,0,0,0,0,0,0,0,0
ENSG00000233778.3|AC104339.1,2,0,1,4,3,0,0,0
ENSG00000253118.1|AC022695.1,0,0,0,0,0,0,0,0
ENSG00000253682.1|AC022695.2,0,0,0,0,0,0,0,0
ENSG00000253749.1|AC022695.3,0,0,0,0,0,0,0,0
ENSG00000253634.2|AC091096.1,0,0,0,1,0,0,0,0
ENSG00000253177.1|AC104211.1,0,0,1,0,0,0,3,0
ENSG00000248858.7|FLJ46284,0,1,2,0,3,2,0,2
ENSG00000254020.1|AC104211.3,0,0,0,0,0,0,0,0
ENSG00000253577.1|AC104211.2,0,0,0,0,0,1,0,0
ENSG00000253197.5|AC117834.1,0,1,1,1,0,0,0,0
ENSG00000205133.11|TRIQK,197,197,125,177,90,162,106,164
ENSG00000251347.2|IRF5P1,0,0,0,0,0,0,0,1
ENSG00000277063.1|MIR8084,0,0,0,0,0,0,0,0
ENSG00000279847.3|C8orf87,0,0,0,0,0,0,0,0
ENSG00000246662.6|LINC00535,2,0,0,2,0,1,0,0
ENSG00000253960.1|AC016885.1,0,0,0,0,0,0,0,0
ENSG00000268080.2|AC016885.3,0,0,0,0,0,0,0,0
